"word","interim_degree","final_degree"
"successthe",0,23
"suffer",10,0
"sufficient",17,42
"suggest",41,29
"suggested",0,5
"suggestions",39,63
"suggests",89,64
"suited",0,32
"summaries",0,22
"summarize",0,78
"summarized",35,0
"summary",43,94
"summative",42,0
"summer",126,178
"summer",0,47
"­summer",0,32
"sun",0,22
"sunscreen",0,22
"suny",17,0
"superhuman",0,16
"superior",0,10
"supervised",12,29
"supervision",26,0
"supplanted",0,22
"supplants",0,18
"supplement",12,57
"supplemental",30,0
"supplemented",43,0
"supplementing",0,59
"supply",0,72
"support",197,233
"supported",0,44
"supporting",34,45
"supportive",18,8
"surgeons",18,14
"surpasses",0,17
"surrounded",0,16
"surrounding",14,0
"surveillance",0,27
"survey",70,84
"surveys",65,45
"survival",0,6
"survivorship",27,0
"sussex",0,3
"sustain",0,35
"sustainable",0,45
"sustained",0,19
"sustaining",0,13
"sustains",11,0
"sw",0,2
"swapped",0,28
"swear",31,28
"swedish",21,21
"swiftkey",0,97
"swiftly",0,25
"switzerland",19,0
"syllabus",0,12
"sympathy",18,14
"syndication",0,5
"synthesis",0,28
"synthesized",0,11
"synthesizing",19,39
"system",38,67
"systematic",37,67
"systems",82,359
"­szalay",0,16
"szalay",0,1
"t",31,5
"t",0,120
"t­",0,19
"tables",88,0
"tabulation",34,0
"tackle",0,6
"tackling",18,0
"tactical",0,52
"tailored",0,21
"tailoring",0,21
"take",138,236
"taken",83,116
"takes",38,31
"taking",39,75
"talent",59,69
"talented",0,21
"tansley",0,18
"target",0,115
"targeted",40,41
"targeting",10,8
"task",76,201
"taska",0,1
"tasks",0,60
"taught",214,183
"taughtincluding",30,0
"tax",0,6
"taxonomy",0,22
"tbrbfeiwadsbzfirbubunzzmjrxgtgmdlbeizblhnmilizweznbikxboc",0,11
"tc",0,1
"teach",98,187
"teacher",36,37
"teachers",33,159
"teaches",0,56
"teaching",259,214
"team",59,160
"teambased",38,0
"teammates",0,67
"teams",187,54
"teamwork",148,109
"tech",35,54
"technical",95,158
"technique",0,78
"techniques",186,397
"technological",0,17
"technologies",161,130
"technologists",0,11
"technology",176,306
"techs",0,22
"teeachers",29,0
"teenagers",23,0
"telescope",11,1
"tell",0,14
"temperature",32,30
"template",0,15
"templates",0,11
"temple",0,25
"tenable",0,13
"tend",0,54
"tenets",0,22
"tennessee",0,18
"tenure",0,68
"term",0,65
"terms",139,128
"terre",0,28
"test",34,23
"testbeds",0,6
"tested",23,0
"testimonials",0,14
"testing",0,58
"texas",35,74
"text",17,53
"textbook",0,24
"textbooks",0,17
"texts",18,0
"th",11,0
"thaat",27,0
"thank",0,57
"thanks",9,5
"thann",27,0
"thatt",20,0
"thee",36,0
"theiir",29,0
"themand",0,15
"theme",15,41
"themes",33,11
"themesfor",4,0
"theoretical",26,37
"theory",72,123
"therapeutic",14,11
"thereafter",24,14
"thereby",0,23
"therefore",25,63
"thermostats",0,16
"thhat",29,0
"thhe",34,0
"think",69,54
"think",0,53
"thinking",100,257
"thinnking",29,0
"third",0,21
"thomas",63,0
"thorough",0,7
"though",0,24
"thought",66,11
"thoughtfully",41,0
"thousands",0,16
"threads",16,0
"three",13,217
"threefifths",23,24
"threshold",0,27
"thrive",17,12
"thro",55,0
"throughout",231,202
"thus",13,166
"thwart",0,9
"tightly",0,12
"time",166,282
"timeliness",0,67
"timely",26,12
"times",37,59
"timeseries",0,20
"tion",0,5
"tissue",12,13
"tistical",0,15
"tistics",0,22
"titles",17,15
"today",15,206
"todayit",0,12
"todays",16,37
"todd",0,1
"together",220,169
"told",0,9
"tolle",0,18
"tom",7,0
"tomorrow",0,54
"took",19,0
"tool",20,22
"tooland",0,16
"tools",310,491
"topic",54,43
"topical",59,0
"topics",232,214
"toptier",28,0
"total",0,97
"toward",45,195
"trace",16,14
"track",0,220
"tracked",0,44
"trackedare",16,0
"tracking",0,19
"tracks",41,92
"tradeoffs",7,0
"traders",21,0
"tradition",18,0
"traditional",32,107
"traditionally",24,17
"traditions",18,23
"traffic",32,30
"train",39,49
"trained",69,70
"training",304,493
"trait",22,0
"trajectories",0,32
"trajectoryy",17,0
"transcript",17,14
"transcripts",14,25
"transdisciplinary",0,59
"transfer",22,69
"transferable",0,18
"transform",22,11
"transformation",0,129
"transformations",0,44
"transformed",0,25
"transforming",0,86
"transient",0,19
"transition",0,11
"transitioning",0,25
"translate",15,14
"translating",0,14
"translational",131,73
"translators",0,10
"transparency",21,0
"transparent",0,26
"transportation",32,30
"traps",14,11
"tread",11,16
"treat",44,16
"treatment",82,54
"treatments",0,19
"treats",24,0
"trends",49,47
"trial",0,14
"trials",45,0
"trialswhere",16,0
"tribalism",0,12
"triple",0,75
"true",26,45
"truly",9,40
"trust",20,12
"trustbuilding",21,0
"trustworthy",16,0
"trying",24,10
"tthe",29,0
"tuition",27,29
"tuitiondriven",10,0
"tuned",12,6
"turn",25,17
"turnover",0,19
"tutors",0,10
"tweets",0,15
"twelfth",0,17
"twenty",0,19
"twin",14,11
"twitter",23,43
"two",101,167
"twoquarter",0,31
"twoyear",0,74
"twoyear",0,60
"type",122,35
"types",193,296
"typical",17,9
"typically",79,105
"u",23,0
"uate",23,0
"ubiquity",19,0
"uc",5,73
"uccess",27,0
"ucla",0,5
"ucsdedu",0,2
"ucsdedunode",0,2
"ugradcoursesdatascience",0,7
"uk",0,3
"ultimately",0,15
"um",10,0
"umass",45,0
"umetrics",0,28
"umichedubdsi",0,2
"umicheducertificate",0,2
"ummer",0,49
"unanticipated",28,35
"unbalanced",27,0
"uncertainty",43,28
"unclear",13,0
"uncover",0,29
"undergird",18,17
"undergradu",23,0
"undergraduate",656,577
"undergraduateand",34,0
"undergraduatecapstones",3,0
"undergraduatefocused",0,14
"undergraduatelevel",0,11
"undergraduates",97,480
"undergrraduate",20,0
"underlay",16,0
"underlie",0,41
"underline",0,12
"underlying",16,31
"underpinnings",0,7
"underrepresen",23,0
"underrepresentation",0,9
"underrepresented",91,216
"underrrepresented",20,0
"underscore",0,19
"underscores",0,11
"underserved",24,0
"understand",79,238
"understand",0,6
"understanding",234,344
"understandings",25,12
"understood",26,13
"undertake",12,45
"undertaken",18,24
"undertaking",0,52
"undesirable",18,20
"undoubtedly",0,12
"unfair",22,16
"unfortunately",0,19
"unified",0,17
"unintended",44,46
"union",0,31
"unique",138,174
"uniquely",9,0
"unit",0,20
"united",13,63
"units",0,34
"universities",170,142
"university",362,508
"universitys",0,62
"univversity",36,0
"unix",0,24
"unjust",0,6
"unleash",0,41
"unless",27,0
"unlike",0,21
"unlikely",0,48
"unmeasured",0,22
"unparalleled",22,16
"unprecedented",12,0
"unreliable",22,0
"unresolvable",11,0
"unrestricted",0,20
"unstructured",8,13
"unsupervised",12,29
"unsure",0,31
"unsystematic",9,0
"unusual",0,20
"update",0,19
"uphold",0,17
"upon",93,179
"upper",0,108
"upperlevel",0,39
"upskill",0,31
"upskilled",0,24
"upskilling",0,22
"uptodate",0,67
"upward",0,20
"urban",0,50
"urbanachampaign",23,24
"urbanism",0,5
"urquiola",0,75
"urveillance",0,5
"us",117,36
"usability",0,58
"use",239,396
"used",266,409
"useful",101,166
"user",0,27
"users",70,135
"uses",44,37
"usher",0,0
"using",242,395
"using",0,16
"usual",55,0
"usually",12,48
"ut",0,12
"utah",0,31
"utilization",9,0
"utilize",19,74
"utilized",41,41
"utilizing",41,135
"utopian",0,19
"uw",0,22
"v",10,0
"vactor",33,0
"valid",13,33
"validate",15,0
"validated",13,0
"validating",0,25
"validationreplication",21,0
"validity",9,0
"valuable",129,112
"value",62,143
"valued",11,18
"valuing",0,12
"van",33,0
"vandana",0,38
"variability",0,70
"variable",23,30
"variance",0,12
"variation",23,32
"variations",0,10
"varied",54,160
"varies",0,27
"variety",248,544
"various",129,371
"varma",0,42
"vary",74,75
"varying",18,21
"vast",53,20
"vb",0,2
"vc",0,1
"vcu",24,0
"veaux",4,36
"veauxs",23,0
"vehicles",0,19
"velocity",0,13
"ventures",0,19
"venues",0,40
"verbal",19,0
"vercoming",0,12
"verified",8,0
"vermeersch",0,0
"versed",0,34
"version",26,137
"versus",35,13
"vertically",26,0
"vetted",15,0
"via",75,135
"viability",0,4
"viable",28,0
"vibrant",21,0
"viding",29,0
"viduals",0,13
"view",0,33
"viewed",0,21
"viewing",26,0
"viewpoint",0,34
"viewpoints",0,14
"violate",33,42
"virginia",57,48
"virginia",0,22
"virrginia",10,0
"virtual",0,80
"virtually",0,29
"virtuosity",15,10
"visible",0,15
"vision",74,137
"visit",6,0
"visitors",16,15
"visits",12,12
"visual",0,72
"visualization",66,354
"visualizations",0,100
"visualizationthat",0,13
"visualize",0,31
"visualizing",20,29
"vital",13,31
"vitality",15,10
"vocational",12,10
"voicedriven",0,16
"volume",22,30
"volumes",83,49
"volunteer",0,9
"vulnerable",0,13
"w",44,2
"wa",0,2
"waatershed",20,0
"wage",0,21
"waiting",0,19
"walk",31,28
"wall",0,3
"want",35,86
"wants",0,19
"war",55,0
"warehousing",0,32
"warmth",18,14
"warrants",9,0
"wash",0,3
"washington",26,95
"washingtonhave",0,18
"washtenaw",0,22
"water",10,0
"watershed",34,50
"way",105,230
"ways",219,160
"waysnotably",0,14
"weak",17,0
"weaknesses",0,25
"wealth",0,22
"web",0,88
"webinar",27,52
"webinars",59,35
"webpage",6,12
"website",94,389
"websites",33,71
"week",0,127
"weekend",0,12
"weeklong",21,0
"weeks",0,16
"weinberg",0,0
"welcoming",0,16
"well",420,613
"wellbeing",12,45
"wellcharacterized",15,0
"wellchosen",0,20
"welldefined",0,53
"wellpackaged",0,26
"wellrounded",23,13
"wellsituated",0,3
"wellstructured",0,29
"welltrained",0,27
"wendy",34,0
"went",0,16
"wesleyan",0,40
"west",0,3
"westminster",0,9
"westminster",0,31
"wests",0,22
"wf",0,1
"whatever",0,25
"whenever",18,13
"whereabouts",0,13
"whereas",0,21
"whereby",13,0
"whether",100,145
"whhich",20,0
"white",0,6
"whole",27,22
"whose",117,120
"wide",96,210
"widely",16,33
"widening",0,34
"wider",30,61
"wideranging",27,38
"widespread",45,44
"widest",26,0
"wiley",0,3
"will",688,1097
"williams",0,75
"willing",0,13
"wing",0,2
"winona",0,18
"winona",0,14
"winonaedupreviewprogramphpcatoid=poid=returnto=",0,2
"wireless",0,10
"wisconsin",16,9
"wise",0,18
"within",415,308
"without",100,333
"withstand",0,17
"wolfram",0,25
"wolpin",0,0
"women",32,55
"won",11,0
"wood",0,42
"word",0,18
"words",18,47
"work",288,355
"worker",0,17
"workers",0,31
"workflow",54,204
"workflows",0,151
"workforce",180,437
"working",109,162
"workplace",83,123
"works",35,63
"workshop",73,94
"workshops",33,111
"world",229,250
"worldview",0,18
"worldviews",24,0
"worldwide",0,17
"worthwhile",0,9
"woven",16,9
"wrangle",0,53
"wrangling",0,8
"wristbands",0,16
"write",24,27
"writing",138,211
"writingintensive",10,0
"written",226,59
"wrong",0,3
"wrongly",0,22
"wwwcicsumasseduinformatics",0,9
"wwwcourseraorgspecializationsbusinessstatisticsanalysis",0,9
"wwwcourseraorgspecializationsdataanalysis",0,32
"wwwcourseraorgspecializationsprobabilisticgraphicalmodels",0,9
"wwwieeeorgaboutcorporategovernancephtml",0,4
"wwwumsledumathcsundergraduatestudiescertificatedatasciencehtml",0,7
"x",55,0
"xii",0,21
"xiii",0,19
"xv",0,0
"xvi",0,19
"xvii",0,34
"xviii",0,21
"yale",0,5
"year",193,362
"yearlong",78,0
"years",77,118
"yelp",0,97
"yet",79,149
"yield",40,0
"york",52,131
"young",0,42
"zacharakis",18,0
"zheleva",0,38
"ziqavdbwe",0,11
